BTC_Close,BTC_Open,BTC_High,BTC_Low,Daily Return,Monthly Return,Annual Return
9382.5,9309.3,9434.5,9361.3,0.008816730283318197,,
9215.5,9385.3,9239.6,9206.5,-0.017799094058086884,,
9263.8,9224.9,9295.5,9261.6,0.005241169768325005,,
9276.5,9268.0,9286.0,9232.0,0.001370927697057489,,
9274.2,9271.1,9319.9,9270.1,-0.0002479383388130918,,
9224.1,9272.7,9245.6,9219.0,-0.005402083198550844,,
9242.1,9219.9,9270.2,9240.2,0.0019514098936481705,,
9200.1,9234.7,9224.2,9183.0,-0.004544421722335823,,
9110.1,9202.3,9141.4,9107.6,-0.009782502364104717,,
9139.4,9119.5,9167.0,9128.1,0.0032162105794666385,,
